[0.064s] Invoking command in '/home/ostifede02/dr_ws/src/microros/build/micro_ros_setup': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/ostifede02/dr_ws/install/deltarobot:/home/ostifede02/dr_ws/install/deltarobot_description:/opt/ros/humble /usr/bin/cmake /home/ostifede02/dr_ws/src/microros/src/micro_ros_setup -DCMAKE_INSTALL_PREFIX=/home/ostifede02/dr_ws/src/microros/install/micro_ros_setup
[0.147s] -- The C compiler identification is GNU 11.4.0
[0.224s] -- The CXX compiler identification is GNU 11.4.0
[0.235s] -- Detecting C compiler ABI info
[0.294s] -- Detecting C compiler ABI info - done
[0.304s] -- Check for working C compiler: /usr/bin/cc - skipped
[0.305s] -- Detecting C compile features
[0.305s] -- Detecting C compile features - done
[0.309s] -- Detecting CXX compiler ABI info
[0.376s] -- Detecting CXX compiler ABI info - done
[0.389s] -- Check for working CXX compiler: /usr/bin/c++ - skipped
[0.390s] -- Detecting CXX compile features
[0.390s] -- Detecting CXX compile features - done
[0.401s] -- Found ament_cmake: 1.3.6 (/opt/ros/humble/share/ament_cmake/cmake)
[0.693s] -- Found Python3: /usr/bin/python3.10 (found version "3.10.12") found components: Interpreter 
[0.771s] -- Found ament_lint_auto: 0.12.9 (/opt/ros/humble/share/ament_lint_auto/cmake)
[0.837s] -- Added test 'copyright' to check source files copyright and LICENSE
[0.849s] -- Added test 'flake8' to check Python code syntax and style conventions
[0.851s] -- Added test 'lint_cmake' to check CMake code style
[0.852s] -- Added test 'pep257' to check Python code against some of the docstring style conventions in PEP 257
[0.858s] -- Added test 'xmllint' to check XML markup files
[0.859s] -- Configuring done
[0.913s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f767zi/configure.sh
[0.913s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f767zi/client_uros_packages.repos
[0.913s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f767zi/create.sh
[0.914s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f767zi/flash.sh
[0.914s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f767zi/build.sh
[0.914s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f767zi/client-colcon.meta
[0.914s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f767zi/package.xml
[0.914s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f767zi/board.repos
[0.914s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/esp32
[0.914s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/esp32/configure.sh
[0.914s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/esp32/client_uros_packages.repos
[0.914s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/esp32/create.sh
[0.915s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/esp32/flash.sh
[0.915s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/esp32/build.sh
[0.915s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/esp32/client-colcon.meta
[0.915s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/esp32/README.md
[0.915s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/esp32/package.xml
[0.915s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/esp32/board.repos
[0.915s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/dev_uros_packages.repos
[0.915s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f746zg
[0.915s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f746zg/configure.sh
[0.915s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f746zg/client_uros_packages.repos
[0.915s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f746zg/create.sh
[0.915s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f746zg/flash.sh
[0.916s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f746zg/build.sh
[0.916s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f746zg/client-colcon.meta
[0.916s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f746zg/package.xml
[0.916s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f746zg/board.repos
[0.916s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f446re
[0.916s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f446re/configure.sh
[0.916s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f446re/client_uros_packages.repos
[0.916s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f446re/create.sh
[0.916s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f446re/flash.sh
[0.916s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f446re/build.sh
[0.917s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f446re/client-colcon.meta
[0.917s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f446re/package.xml
[0.917s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/nucleo_f446re/board.repos
[0.917s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/crazyflie21
[0.917s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/crazyflie21/configure.sh
[0.917s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/crazyflie21/client_uros_packages.repos
[0.917s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/crazyflie21/create.sh
[0.917s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/crazyflie21/flash.sh
[0.917s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/crazyflie21/build.sh
[0.917s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/crazyflie21/client-colcon.meta
[0.918s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/crazyflie21/package.xml
[0.918s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/crazyflie21/board.repos
[0.918s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/freertos/dev_ros2_packages.txt
[0.918s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/utils.sh
[0.918s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/raspbian
[0.918s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/raspbian/generic
[0.918s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/raspbian/generic/configure.sh
[0.918s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/raspbian/generic/client_uros_packages.repos
[0.918s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/raspbian/generic/create.sh
[0.918s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/raspbian/generic/flash.sh
[0.918s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/raspbian/generic/supported_platforms
[0.919s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/raspbian/generic/build.sh
[0.919s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/raspbian/generic/client-colcon.meta
[0.919s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/raspbian/dev_uros_packages.repos
[0.919s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/raspbian/dev_ros2_packages.txt
[0.919s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/client_uros_packages.repos
[0.919s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/generate_lib
[0.919s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/generate_lib/generic
[0.919s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/generate_lib/generic/client_uros_packages.repos
[0.919s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/generate_lib/generic/create.sh
[0.919s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/generate_lib/generic/flash.sh
[0.919s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/generate_lib/generic/build.sh
[0.920s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/generate_lib/generic/demo_toolchain.cmake
[0.920s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/generate_lib/generic/client-colcon.meta
[0.920s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/generate_lib/generic/package.xml
[0.920s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/generate_lib/dev_uros_packages.repos
[0.920s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/generate_lib/dev_ros2_packages.txt
[0.920s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/mbed
[0.920s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/mbed/list_apps.sh
[0.920s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/mbed/generic
[0.920s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/mbed/generic/client_uros_packages.repos
[0.920s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/mbed/generic/create.sh
[0.921s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/mbed/generic/flash.sh
[0.921s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/mbed/generic/supported_platforms
[0.921s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/mbed/generic/build.sh
[0.921s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/mbed/generic/package.xml
[0.922s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/mbed/generic/board.repos
[0.922s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/mbed/dev_uros_packages.repos
[0.922s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/mbed/dev_ros2_packages.txt
[0.922s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/zephyr
[0.922s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/zephyr/list_apps.sh
[0.922s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/zephyr/generic
[0.922s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/zephyr/generic/configure.sh
[0.922s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/zephyr/generic/client_uros_packages.repos
[0.922s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/zephyr/generic/create.sh
[0.922s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/zephyr/generic/flash.sh
[0.922s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/zephyr/generic/supported_platforms
[0.922s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/zephyr/generic/build.sh
[0.922s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/zephyr/generic/client-colcon.meta
[0.922s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/zephyr/generic/package.xml
[0.922s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/zephyr/generic/board.repos
[0.922s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/zephyr/dev_uros_packages.repos
[0.922s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/zephyr/dev_ros2_packages.txt
[0.922s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/agent_ros2_packages.txt
[0.922s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/agent_uros_packages.repos
[0.922s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/./config/client_ros2_packages.txt
[0.923s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/lib/micro_ros_setup/create_ws.sh
[0.923s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/lib/micro_ros_setup/create_agent_ws.sh
[0.923s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/lib/micro_ros_setup/create_firmware_ws.sh
[0.923s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/lib/micro_ros_setup/configure_firmware.sh
[0.923s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/lib/micro_ros_setup/flash_firmware.sh
[0.923s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/lib/micro_ros_setup/build_firmware.sh
[0.923s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/lib/micro_ros_setup/build_agent.sh
[0.923s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/lib/micro_ros_setup/yaml_filter.py
[0.923s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/lib/micro_ros_setup/clean_env.sh
[0.923s] -- Installing: /home/ostifede02/dr_ws/src/microros/install/micro_ros_setup/lib/micro_ros_setup/component
[0.923s] Invoked command in '/home/ostifede02/dr_ws/src/microros/build/micro_ros_setup' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/ostifede02/dr_ws/install/deltarobot:/home/ostifede02/dr_ws/install/deltarobot_description:/opt/ros/humble /usr/bin/cmake --install /home/ostifede02/dr_ws/src/microros/build/micro_ros_setup
